normalized_sentence_id,source_sentence_id,source_type,document_id,document_title,raw_sentence_text,normalized_sentence_text,normalization_status,split_group_id,split_order,was_split,split_confidence,normalization_type,sentence_role,obligation_level_candidate,subject_candidate,subject_candidate_direct,subject_candidate_inherited,subject_candidate_confidence,inherited_subject_from,object_candidate,object_candidate_direct,object_candidate_inherited,object_candidate_confidence,action_candidate,condition_candidate,hazard_candidate,equipment_candidate,control_candidate,evidence_candidate,noise_flag,noise_recovery_candidate,ambiguity_flag,context_required_flag,duplicate_flag,duplicate_type,canonical_candidate,duplicate_of,duplicate_group_id,quality_issue_codes,confidence,normalization_note,reviewer_note
S0355-01,S0355,expc,61,고용노동부 - 「산업안전보건법」 제43조의2에 따른 사업장 직업성 질환 역학조사에 참석할 수 있는 “근로자대표”의 범위(「산업안전보건법 시행규칙」 제107조의2  등 관련),"선고 2006다81035 판결례 참조), 「산업안전보건법」 제2조에서는 “근로자”(제2호)와 “근로자대표”(제4호)를 구분하여 각각 달리 정의하고 있고, 같은 법 시행규칙 제107조의2제3항에서는 해당 역학조사에 참석시켜야 하는 대상을 “근로자대표”라고만 규정하고 있을 뿐 그 의미에 관하여 별도로 정하고 있는 바가 없으므로, 동 규정에 따른 “근로자대표”란 같은 법 제2조제4호의 정의규정에 따라 해석하여야 할 것입니다.","선고 2006다81035 판결례 참조), 「산업안전보건법」 제2조에서는 “근로자”(제2호)와 “근로자대표”(제4호)를 구분하여 각각 달리 정의하고 있고, 같은 법 시행규칙 제107조의2제3항에서는 해당 역학조사에 참석시켜야 하는 대상을 “근로자대표”라고만 규정하고 있을 뿐 그 의미에 관하여 별도로 정하고 있는 바가 없으므로, 동 규정에 따른 “근로자대표”란 같은 법 제2조제4호의 정의규정에 따라 해석하여야 할 것입니다.",auto,S0355,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,같은 법 제2조,0,0,0,1,0,,1,,,"Q08,Q02",medium,evidence_only,
S0356-01,S0356,expc,61,고용노동부 - 「산업안전보건법」 제43조의2에 따른 사업장 직업성 질환 역학조사에 참석할 수 있는 “근로자대표”의 범위(「산업안전보건법 시행규칙」 제107조의2  등 관련),"그렇다면, 「산업안전보건법 시행규칙」 제107조의2제3항에 따른 “근로자대표”란, 해당 사업장의 노동조합 규약이나 총회 의결 등에 따라 “근로자대표”로부터 산재신청인이 해당 역학조사에 참석할 수 있도록 적법한 권한의 위임이나 대리 등을 받을 수 있는지 등은 별론으로 하고, 해당 사업장의 근로자가 산재신청인 1인 뿐이거나 해당 사업장의 노동조합 위원장이 산재신청인인 경우 등 예외적으로 같은 법 제2조제4호에 따른 “근로자대표”에 산재신청인이 해당하지 않는 이상, 산재신청인 및 그 대리인이라고 하더라도 그것만으로는 같은 시행규칙 제107조의2제3항 규정의 “근로자대표”에 포함되지 않는다는 점이 문언 상 명백하다고 할 것입니다.","그렇다면, 「산업안전보건법 시행규칙」 제107조의2제3항에 따른 “근로자대표”란, 해당 사업장의 노동조합 규약이나 총회 의결 등에 따라 “근로자대표”로부터 산재신청인이 해당 역학조사에 참석할 수 있도록 적법한 권한의 위임이나 대리 등을 받을 수 있는지 등은 별론으로 하고, 해당 사업장의 근로자가 산재신청인 1인 뿐이거나 해당 사업장의 노동조합 위원장이 산재신청인인 경우 등 예외적으로 같은 법 제2조제4호에 따른 “근로자대표”에 산재신청인이 해당하지 않는 이상, 산재신청인 및 그 대리인이라고 하더라도 그것만으로는 같은 시행규칙 제107조의2제3항 규정의 “근로자대표”에 포함되지 않는다는 점이 문언 상 명백하다고 할 것입니다.",auto,S0356,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,같은 법 제2조,0,0,0,1,0,,1,,,"Q08,Q02",medium,evidence_only,
S0357-01,S0357,expc,61,고용노동부 - 「산업안전보건법」 제43조의2에 따른 사업장 직업성 질환 역학조사에 참석할 수 있는 “근로자대표”의 범위(「산업안전보건법 시행규칙」 제107조의2  등 관련),"따라서, 「산업안전보건법 시행규칙」 제107조의2제3항 규정 중 “근로자대표”에는 같은 법 제2조제4호에 따른 “근로자대표”에 해당하지 않는 산재신청인 및 그 대리인이 포함되지 않는다고 할 것입니다.","따라서, 「산업안전보건법 시행규칙」 제107조의2제3항 규정 중 “근로자대표”에는 같은 법 제2조제4호에 따른 “근로자대표”에 해당하지 않는 산재신청인 및 그 대리인이 포함되지 않는다고 할 것입니다.",auto,S0357,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,같은 법 제2조,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0358-01,S0358,expc,62,노동부-「산업안전보건법」제37조제1항(제조 등의 금지의 주체),○ 「산업안전보건법」 제37조제1항은 누구든지 근로자의 보건에 특히 해롭다고 인정되는 물질 등으로 대통령령이 정하는 물질을 제조·수입·양도·제공 또는 사용하여서는 아니된다고 규정하고 있습니다.,○ 「산업안전보건법」 제37조제1항은 누구든지 근로자의 보건에 특히 해롭다고 인정되는 물질 등으로 대통령령이 정하는 물질을 제조·수입·양도·제공 또는 사용하여서는 아니된다고 규정하고 있습니다.,auto,S0358,1,0,high,no_change,rule_core,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0359-01,S0359,expc,62,노동부-「산업안전보건법」제37조제1항(제조 등의 금지의 주체),"보건법」 제3조(적용범위)제1항이 이 법은 모든 사업 또는 사업장(이하 ""사업""이라 한다)에 적용한다고 규정하고 있으나, 이 조항은 의무의 주체를 규정하고 있는 것이 아니라 이 법의 적용대상이 되는 사업의 규모를 규정한 것입니다.","보건법」 제3조(적용범위)제1항이 이 법은 모든 사업 또는 사업장(이하 ""사업""이라 한다)에 적용한다고 규정하고 있으나, 이 조항은 의무의 주체를 규정하고 있는 것이 아니라 이 법의 적용대상이 되는 사업의 규모를 규정한 것입니다.",auto,S0359,1,0,high,no_change,explanation,informative,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0360-01,S0360,expc,62,노동부-「산업안전보건법」제37조제1항(제조 등의 금지의 주체),"○ 「근로기준법」도 제10조(적용범위)제1항에서 이 법은 상시 5인 이상의 근로자를 사용하는 모든 사업 또는 사업장에 적용한다고 규정하고도 동법 제8조(중간착취의 배제)는 누구든지 법률에 의하지 아니하고는 영리로 타인의 취업에 개입하거나 중간인으로서 이익을 취득하지 못한다고 하고 있고, 동법 제39조(취업방해의 금지)는 누구든지 근로자의 취업을 방해할 목적으로 비밀기호 또는 명부를 작성·사용하거나 통신을 하여서는 아니 된다고 규정하고 있습니다.","○ 「근로기준법」도 제10조(적용범위)제1항에서 이 법은 상시 5인 이상의 근로자를 사용하는 모든 사업 또는 사업장에 적용한다고 규정하고도 동법 제8조(중간착취의 배제)는 누구든지 법률에 의하지 아니하고는 영리로 타인의 취업에 개입하거나 중간인으로서 이익을 취득하지 못한다고 하고 있고, 동법 제39조(취업방해의 금지)는 누구든지 근로자의 취업을 방해할 목적으로 비밀기호 또는 명부를 작성·사용하거나 통신을 하여서는 아니 된다고 규정하고 있습니다.",auto,S0360,1,0,high,no_change,rule_core,prohibited,,,,unresolved,,,,,unresolved,prepare,,,,,,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0361-01,S0361,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),"가 발생했을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있는 한편,","가 발생했을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있는 한편,",auto_flagged,S0361,1,0,high,vague_flag,rule_core,mandatory,,,,unresolved,,,,,unresolved,,,,,ctrl_emergency_evacuation,,0,0,1,1,0,,1,,,"Q04,Q12,Q02",low,,
S0362-01,S0362,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),에 관한 업무4)4) 「산업안전보건법」 제3조 단서에 따라 같은 법 제54조제1항의 적용이 배제되는 사업에 해당하지 않는 경우를 전제함.,에 관한 업무4)4) 「산업안전보건법」 제3조 단서에 따라 같은 법 제54조제1항의 적용이 배제되는 사업에 해당하지 않는 경우를 전제함.,auto,S0362,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,같은 법 제54조,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0363-01,S0363,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),"「산업안전보건법」 제54조제1항에서는 “사업주”는 중대재해가 발생했을 때 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있고, 같은 법 제2조제4호에서는 사업주를 “근로자를 사용하여 사업을 하는 자”로 정의하고 있는 한편, 산학협력단은 산학협력법 제25조제1항에 따라 산학연협력에 관한 업무를 관장하기 위해 ‘대학에 두는’ 조직으로서, 같은 조 제2항에서는 “산학협력단은 법인으로 한다”고 규정하고, 같은 법 제28조제3항에서는 산학협력단의 단장은 해당 대학의 장의 지도·감독을 받아 그 소관 업무를 총괄한다고 규정하고 있는바,","「산업안전보건법」 제54조제1항에서는 “사업주”는 중대재해가 발생했을 때 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있고, 같은 법 제2조제4호에서는 사업주를 “근로자를 사용하여 사업을 하는 자”로 정의하고 있는 한편, 산학협력단은 산학협력법 제25조제1항에 따라 산학연협력에 관한 업무를 관장하기 위해 ‘대학에 두는’ 조직으로서, 같은 조 제2항에서는 “산학협력단은 법인으로 한다”고 규정하고, 같은 법 제28조제3항에서는 산학협력단의 단장은 해당 대학의 장의 지도·감독을 받아 그 소관 업무를 총괄한다고 규정하고 있는바,",auto,S0363,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,같은 법 제2조,0,0,0,1,0,,1,,,"Q08,Q02",medium,evidence_only,
S0364-01,S0364,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),"을 두는 경우 학교기업의 수입은 산학협력단의 회계수입으로 하며(제36조제2항제2호), 산학협력단 소관의 모든 수입과 지출은 산학협력단의 회계에 계상(計上)해야 하고(같은 법 시행령 제24조제1항), 산학협력단의 단장은 산학협력단의 수입과 지출에 관한 사무를 관장하도록 한 점(같은 법 시행령 제25조제1항) 등에 비추어 보면, 산학협력단은 사업경영에 따른 이익과 손해의 귀속주체로서 대학과는 별개로 수입과 지출 등 회계를 스스로 관리하고 그 책임을 진다는 점도 이 사안을 해석할 때 고려할 필요가 있습니다.","을 두는 경우 학교기업의 수입은 산학협력단의 회계수입으로 하며(제36조제2항제2호), 산학협력단 소관의 모든 수입과 지출은 산학협력단의 회계에 계상(計上)해야 하고(같은 법 시행령 제24조제1항), 산학협력단의 단장은 산학협력단의 수입과 지출에 관한 사무를 관장하도록 한 점(같은 법 시행령 제25조제1항) 등에 비추어 보면, 산학협력단은 사업경영에 따른 이익과 손해의 귀속주체로서 대학과는 별개로 수입과 지출 등 회계를 스스로 관리하고 그 책임을 진다는 점도 이 사안을 해석할 때 고려할 필요가 있습니다.",auto,S0364,1,0,high,no_change,condition,,,,,unresolved,,,,,unresolved,,,,,,,0,0,0,0,0,,1,,,Q02,medium,,
S0365-01,S0365,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료·가스·증기·분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료· 가스을 말한다.,auto,S0365,1,1,high,"split_action,noise_mark",explanation,informative,,,,unresolved,,,,,unresolved,,,,,ctrl_incident_report,,1,0,0,0,0,,1,,,"Q05,Q01,Q02",medium,,
S0365-02,S0365,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료·가스·증기·분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료· 증기을 말한다.,auto,S0365,2,1,high,"split_action,noise_mark",explanation,informative,,,,unresolved,,,,,unresolved,,,,,ctrl_incident_report,,1,0,0,0,0,,1,,,"Q05,Q01,Q02",medium,,
S0365-03,S0365,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료·가스·증기·분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료· 분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,auto,S0365,3,1,high,"split_action,noise_mark",explanation,informative,,,,unresolved,,,,,unresolved,,,분진,,ctrl_incident_report,,1,0,0,0,0,,1,,,"Q05,Q01,Q02",medium,,
S0366-01,S0366,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),제54조(중대재해 발생 시 사업주의 조치) ① 사업주는 중대재해가 발생하였을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 하여야 한다.,사업주는 중대재해가 발생하였을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 하여야 한다.,auto_flagged,S0366,1,0,high,"header_strip,vague_flag",rule_core,mandatory,employer,employer,,direct_high,,,,,unresolved,,,,,ctrl_incident_report,제54조(중대재해 발생 시 사업주의 조치),0,0,1,1,0,,1,,,"Q04,Q12",low,,
S0367-01,S0367,expc,63,민원인 - 대학에 두는 산학협력단이 「산업안전보건법」 제54조제1항에 따라 안전 및 보건에 관하여 필요한 조치를 해야 하는 “사업주”에 해당하는지(「산업안전보건법」 제54조제1항 등 관련),제25조 (산학협력단의 설립·운영) ① 대학은 학교규칙으로 정하는 바에 따라 대학에 산학연협력에 관한 업무를 관장하는 조직(이하 “산학협력단”이라 한다)을 둘 수 있다.,대학은 학교규칙으로 정하는 바에 따라 대학에 산학연협력에 관한 업무를 관장하는 조직(이하 “산학협력단”이라 한다)을 둘 수 있다.,auto,S0367,1,0,high,"header_strip,subject_inherit_prev",explanation,informative,employer,,employer,inherited_prev,prev:S0366-01,,,,unresolved,,,,,,제25조 (산학협력단의 설립·운영),0,0,0,0,0,,1,,,,medium,,
S0368-01,S0368,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)에서 석면조사기관의 인력기준으로 정한 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”에 해당하는지?,「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)에서 석면조사기관의 인력기준으로 정한 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”에 해당하는지?,auto,S0368,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,train,,,,,별표 27,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0369-01,S0369,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당하지 않습니다.,「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당하지 않습니다.,auto,S0369,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,train,,,,,별표 27,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0370-01,S0370,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),"「산업안전보건법」 제119조제2항에서는 일정 규모 이상의 건축물이나 설비에 대해 같은 법 제120조에 따라 지정받은 석면조사기관에서 석면 포함 여부 및 석면의 종류&#8228;함유량 등에 대해 조사하도록 규정하고 있는바, 이는 건축물 또는 설비에 함유된 석면은 육안으로 판단하기 어렵고 석면조사의 신뢰성ㆍ객관성을 확보할 필요가 있다는 점을 고려하여 전문기관으로 하여금 석면조사를 수행하도록 한 것이므로,1)1) 2008.","「산업안전보건법」 제119조제2항에서는 일정 규모 이상의 건축물이나 설비에 대해 같은 법 제120조에 따라 지정받은 석면조사기관에서 석면 포함 여부 및 석면의 종류&#8228;함유량 등에 대해 조사하도록 규정하고 있는바, 이는 건축물 또는 설비에 함유된 석면은 육안으로 판단하기 어렵고 석면조사의 신뢰성ㆍ객관성을 확보할 필요가 있다는 점을 고려하여 전문기관으로 하여금 석면조사를 수행하도록 한 것이므로,1)1) 2008.",auto,S0370,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,제120조에 따라,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0371-01,S0371,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),석면조사기관으로 지정받기 위한 요건을 정한 「산업안전보건법 시행령」 별표 27 제1호의 인력기준은 석면조사 업무의 전문적 수행에 적합한 사람이 확보될 수 있는 방향으로 해석해야 합니다.,석면조사기관으로 지정받기 위한 요건을 정한 「산업안전보건법 시행령」 별표 27 제1호의 인력기준은 석면조사 업무의 전문적 수행에 적합한 사람이 확보될 수 있는 방향으로 해석해야 합니다.,auto,S0371,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 27,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0372-01,S0372,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),"「산업안전보건법 시행령」 별표 27 제1호나목1)에서는 석면조사기관의 인력기준의 하나로 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”을 규정하여 “공업계 고등학교”라고 분야를 특정하고 있는바, 이는 공업계 고등학교에서 특화된 분야의 교육과정을 통해 습득하게 되는 공업계열의 지식ㆍ기능이 석면조사 업무에 필요하다는 입법정책적 판단에 따라 “공업계”로 한정하여 인력기준을 정한 것이므로, 「고등교육법」 제2조제1호에 따른 대학이 고등학교 수준 이상의 학교에 해당하더라도 대학에서 학위를 취득한 사람은 “공업계”에 해당하는 관련 학위를 취득한 사람으로 한정하는 것이 입법취지에 부합하는 해석입니다.","「산업안전보건법 시행령」 별표 27 제1호나목1)에서는 석면조사기관의 인력기준의 하나로 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”을 규정하여 “공업계 고등학교”라고 분야를 특정하고 있는바, 이는 공업계 고등학교에서 특화된 분야의 교육과정을 통해 습득하게 되는 공업계열의 지식ㆍ기능이 석면조사 업무에 필요하다는 입법정책적 판단에 따라 “공업계”로 한정하여 인력기준을 정한 것이므로, 「고등교육법」 제2조제1호에 따른 대학이 고등학교 수준 이상의 학교에 해당하더라도 대학에서 학위를 취득한 사람은 “공업계”에 해당하는 관련 학위를 취득한 사람으로 한정하는 것이 입법취지에 부합하는 해석입니다.",auto,S0372,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,train,,,,,별표 27,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0373-01,S0373,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),"그런데 「대학설립ㆍ운영 규정」 별표 1에서 정한 대학의 계열별 구분에 따르면 공학 등이 포함되는 “공학계열”과 물리학이 포함된 이학(理學) 등 “자연과학계열”은 별도의 계열로 구분되고, 「초ㆍ중등교육법」 제90조제1항제10호 및 제91조제1항에 따라 지정ㆍ고시된 산업수요 맞춤형 고등학교 및 특성화고등학교에서 실시하는 공업계열 고등학교 교육과정의 과목 및 학과에는 물리학 및 물리학과가 포함되어 있지 않다는 점에 비추어 보면, 대학에서 물리학 관련 학위를 취득한 것을 공업계 고등학교 수준 이상의 학교를 졸업한 것으로 보는 것은 타당하지 않습니다.","그런데 「대학설립ㆍ운영 규정」 별표 1에서 정한 대학의 계열별 구분에 따르면 공학 등이 포함되는 “공학계열”과 물리학이 포함된 이학(理學) 등 “자연과학계열”은 별도의 계열로 구분되고, 「초ㆍ중등교육법」 제90조제1항제10호 및 제91조제1항에 따라 지정ㆍ고시된 산업수요 맞춤형 고등학교 및 특성화고등학교에서 실시하는 공업계열 고등학교 교육과정의 과목 및 학과에는 물리학 및 물리학과가 포함되어 있지 않다는 점에 비추어 보면, 대학에서 물리학 관련 학위를 취득한 것을 공업계 고등학교 수준 이상의 학교를 졸업한 것으로 보는 것은 타당하지 않습니다.",auto,S0373,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,train,,,,,별표 1,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0374-01,S0374,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),"만약 이와 달리 대학에서 물리학 관련 학위를 받은 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 경우, 같은 목 2)에서 대학 또는 이와 같은 수준 이상의 학교에서 학위를 취득한 사람을 별도의 인력기준으로 정하면서 해당 학위를 산업보건(위생)학ㆍ환경보건(위생)학 관련으로 한정한 규정이 사실상 무의미하게 된다는 점도 고려해야 합니다.","만약 이와 달리 대학에서 물리학 관련 학위를 받은 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 경우, 같은 목 2)에서 대학 또는 이와 같은 수준 이상의 학교에서 학위를 취득한 사람을 별도의 인력기준으로 정하면서 해당 학위를 산업보건(위생)학ㆍ환경보건(위생)학 관련으로 한정한 규정이 사실상 무의미하게 된다는 점도 고려해야 합니다.",auto,S0374,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 27,0,0,0,1,0,,1,,,"Q08,Q02",medium,evidence_only,
S0375-01,S0375,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),따라서 「고등교육법」 제2조제1호에 따른 대학에서 공업계열의 학위에 해당하지 않는 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 수 없습니다.,따라서 「고등교육법」 제2조제1호에 따른 대학에서 공업계열의 학위에 해당하지 않는 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당한다고 볼 수 없습니다.,auto,S0375,1,0,high,no_change,evidence,,,,,unresolved,,,,,unresolved,train,,,,,별표 27,0,0,0,0,0,,1,,,"Q02,Q03",medium,,
S0376-01,S0376,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),「산업안전보건법 시행령」 별표 27 제1호나목1)의 “이와 같은 수준 이상의 학교를 졸업한 사람”의 범위에 대학 등에서 어떤 분야의 학위를 취득한 사람까지 해당하는지를 보다 명확히 규정할 필요가 있습니다.,「산업안전보건법 시행령」 별표 27 제1호나목1)의 “이와 같은 수준 이상의 학교를 졸업한 사람”의 범위에 대학 등에서 어떤 분야의 학위를 취득한 사람까지 해당하는지를 보다 명확히 규정할 필요가 있습니다.,auto,S0376,1,0,high,evidence_isolate,evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 27,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
S0377-01,S0377,expc,67,민원인 - 대학에서 물리학 관련 학위를 취득한 사람이 석면조사기관의 인력기준에 해당하는지 여부(「산업안전보건법 시행령」 별표 27 등 관련),제90조(석면조사기관의 지정 요건 등) 법 제120조제1항에 따라 석면조사기관으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로서 별표 27에 따른 인력ㆍ시설 및 장비를 갖추고 법 제120조제2항에 따라 고용노동부장관이 실시하는 석면조사기관의 석면조사 능력 확인에서 적합 판정을 받은 자로 한다.,법 제120조제1항에 따라 석면조사기관으로 지정받을 수 있는 자는 다음 각 호의 어느 하나에 해당하는 자로서 별표 27에 따른 인력ㆍ시설 및 장비를 갖추고 법 제120조제2항에 따라 고용노동부장관이 실시하는 석면조사기관의 석면조사 능력 확인에서 적합 판정을 받은 자로 한다.,auto,S0377,1,0,high,"header_strip,evidence_isolate",evidence,informative,,,,unresolved,,,,,unresolved,,,,,,별표 27,0,0,0,0,0,,1,,,"Q08,Q02",medium,evidence_only,
