sample_id,sentence_text,source_type,sentence_type,obligation_level,action_type,condition_type,hazard_candidate,equipment_candidate,work_type_candidate,control_category_candidate,control_type_candidate,control_name_candidate,legal_required_possible,confidence,review_note
S0241,보안경을 착용하지 않은 상태에서 작업 중 칩이 작업자의 눈으로 튐,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,
S0242,- 드릴날을 장착할 때는 드릴날과 척 또는 소켓의 장착면이 정확히 접촉되도록 주의하여 장착,kosha,condition_trigger,informative,,,,,,,,,,low,
S0243,칩의 비산 및 접촉을 방지하기 위하여 방호가드를 설치하여야 하나 이를 설치하지 않은 상태로 작업,kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,medium,
S0244,"● 작업자는 복장을 단정히 하고 안전모, 보안경, 귀마개 등 보호구를 착용한다.",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0245,● 비상정지스위치는 정상적으로 작동하는지 작업 전 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,
S0246,● 가공물은 견고히 고정하고 작업해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0247,● 케이블(전선)의 피복에 손상된 부분은 없는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0248,● 본체외함에 접지선이 탈락되어 있는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_electrical_isolation,충전전로 정전·접지,Y,medium,
S0249,● 작업장 주변은 수시로 정리 정돈해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0250,- 제430조 (전체 환기장치의 성능 등),kosha,equipment_rule,mandatory,ventilate,,,,,engineering_control,ctrl_local_ventilation_install,국소배기장치 설치·운전,Y,high,
S0251,● 근로자에 대한 안전교육 실시,kosha,education_rule,mandatory,train,,,,,training_control,ctrl_safety_training_general,정기 안전보건교육,Y,high,
S0252,● 발스위치는 안전덮개가 설치된 형태의 것을 사용해야 한다.,kosha,requirement,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0253,● 누름버튼스위치를 사용 시 돌출형이 아닌 매입형태의 것을 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0254,● 각종 전기케이블의 절연상태는 양호한지 주기적으로 확인해야 한다.,kosha,inspection_rule,mandatory,,,,,,,,,,low,
S0255,● 동파이프와 밴딩기 사이에 협착의 위험은 없는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0256,● 비상정지버튼장치를 설치 및 정상 작동되는지 확인해야 한다.,kosha,requirement,mandatory,install,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,
S0257,● 본체외함에 접지선은 연결되어 있는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_electrical_isolation,충전전로 정전·접지,Y,medium,
S0258,● 작고 폭이 좁은 소재는 수공구를 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0259,● 몰드 등 중량물의 소재 취급 시 운반기계를 사용해야 한다,kosha,requirement,mandatory,,,,,,,,,,low,
S0260,● 주변 정리정돈은 되어 있는지 수시로 확인해야 한다.,kosha,requirement,mandatory,,,,,,housekeeping_control,ctrl_housekeeping_cleanup,정리·정돈·청소,Y,high,
S0261,● 작업자는 안전화를 착용하고 있는지 확인해야 한다.,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,
S0262,● 몰드 교체 시 전원을 차단하고 작업을 실시해야 한다.,kosha,requirement,mandatory,isolate,,,,,,,,,low,
S0263,● 자동 연동식 방호장치 설치,kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0264,축대가 회전하기 전에 방호장치가 먼저,kosha,equipment_rule,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0265,- 방호장치 상·하 조절손잡이 조작은 수동,kosha,equipment_rule,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0266,● 모든 방호장치는 제자리에 위치하도록 한다.,kosha,equipment_rule,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0267,"● 가공 중에는 얼굴을 기계 가까이 대지 않도록 하고, 보안경을 착용한다.",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,
S0268,● 커터를 교환할 때는 반드시 테이블 위에 목재를 받쳐 놓고 한다.,kosha,condition_trigger,informative,,,,,,,,,,low,
S0269,● 강력절삭을 할 때는 일감을 바이스에 깊게 물린다.,kosha,condition_trigger,informative,,,,,,,,,,low,
S0270,● 고용노동부고시 제2009-53호 공작기계 안전기준 일반에 관한 기술상의 지침,kosha,legal_reference,informative,,,,,,,,,,low,
S0271,"● 연마작업 시 보호구(보안경, 귀마개, 방진마스크)를 착용",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0272,● 해당 전동공구에 적합한 연마석을 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0273,● 손상된 연마공구를 사용하지 말고 1분간 최고속도로 작동해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0274,"● 작업자는 보호 장비(방진마스크, 귀마개, 보안경)를 착용해야한다",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0275,고속작동 시 반동력이나 반작용모멘트를 최대로 제어하기 위해 항상 보조손잡이를 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0276,● 전선을 잡고 공구를 들지 말고 플러그를 콘센트로부터 분리할 때 전선을 당기지 않도록 관리한다.,kosha,condition_trigger,informative,,,,,,,,,,low,
S0277,● 공구키가 꼽혀있는지 확인하고 시운전해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0278,● 사용 전 접지선이 연결되어 있는지를 확인하여야한다,kosha,inspection_rule,mandatory,,,,,,engineering_control,ctrl_electrical_isolation,충전전로 정전·접지,Y,medium,
S0279,중량물을 크레인으로 운반 및 장착 시 손가락 협착 위험,kosha,equipment_rule,mandatory,,,,,,,,,,low,
S0280,"시 주요기능의 작동을 정지시키고, 작업을 실시하여야 함",kosha,requirement,mandatory,,,,,,,,,,low,
S0281,"● 작업 중에는 반드시 보안경과 안전화, 마스크 등 보호구를 착용한다.",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0282,● 비상정지버튼은 정상적으로 작동하는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,
S0283,● 보링바이트는 견고하게 부착되었는지 확인하고 작업해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0284,● 용도에 맞는 보링바이트를 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0285,● 보링바이트는 균열 등의 손상이 없는지 확인하고 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0286,"● 본체 외함에는 접지를 해야 하며, 탈락여부를 수시로 확인해야 한다.",kosha,requirement,mandatory,,,,,,engineering_control,ctrl_electrical_isolation,충전전로 정전·접지,Y,medium,
S0287,● 보링바이트의 교체 및 칩 제거 작업 시 전원을 차단하고 작업해야 한다.,kosha,requirement,mandatory,isolate,,,,,,,,,low,
S0288,● 작업 시 보링바이트에 작업복이 말려들지 않도록 소매를 단정히 해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0289,● 작업장 주변의 정리정돈 상태를 수시로 확인해야 한다.,kosha,requirement,mandatory,,,,,,housekeeping_control,ctrl_housekeeping_cleanup,정리·정돈·청소,Y,high,
S0290,"- 보안경, 마스크, 안전장갑 등 개인보호구 착용 후 작업 실시",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0291,- 인화성 물질을 담았던 용기를 사용하고자 절단작업을 할 때는 용기내부의 물질을 완전히 배출하여야 함,kosha,condition_trigger,informative,,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,medium,
S0292,● 호스밴드 및 호스클립의 체결상태는 비눗물 등을 사용하여 수시로 확인해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0293,● 작업 시 불받이포를 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0294,● 작업장 주변에 인화성ㆍ가연성 물질을 사용하는지 확인하고 제거한 후 사용해야 한다.,kosha,requirement,mandatory,clean,,,,,engineering_control,ctrl_chemical_storage_segregation,유해물질 저장·분리 보관,Y,medium,
S0295,● 가스조절 밸브는 서서히 조작해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0296,● 작업 장소 주변에 소화기 등을 비치하여야 한다.,kosha,document_rule,mandatory,provide,,,,,emergency_control,ctrl_fire_extinguisher_setup,소화설비 비치,Y,medium,
S0297,● 고압용기의 넘어짐 방지조치를 해야 한다,kosha,requirement,mandatory,,,,,,,,,,low,
S0298,● 작업자는 보안면 및 방진마스크를 착용하고 작업해야 한다.,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0299,● 환기상태가 충분한 장소에 보관하여야 하며 옥외에서 사용 시 직사광선을 피하여야 한다.,kosha,requirement,mandatory,ventilate,,,,,engineering_control,ctrl_confined_space_ventilation,밀폐공간 환기·산소 공급,Y,medium,
S0300,"● 작업 전 취관 및 호스, 감압밸브를 점검하여야 한다.",kosha,inspection_rule,mandatory,inspect,,,,,,,,,low,
S0301,물을 채우는 등 안전조치 후 작업해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0302,- 비산된 불꽃에 눈 부상 방지를 위하여 작업 시 상시 보안경 착용 후 작업 실시,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,
S0303,"● 보수나 점검, 교환 등을 하고자 할 때는 반드시 전원 OFF 상태에서 행한다.",kosha,condition_trigger,informative,inspect,,,,,,,,,low,
S0304,● 작업 중에는 반드시 보안경과 마스크 등 보호구를 착용한다.,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0305,● 작업자는 용접용 방진마스크를 착용하고 작업한다.,kosha,ppe_rule,mandatory,wear,hot_work,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0306,- 제93조 (방호장치의 해체금지),kosha,equipment_rule,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0307,● 작업에 적합한 보호구를 지급하고 착용하여야 한다.,kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,medium,
S0308,● 작업자에 대하여 특별안전작업 교육을 실시한다.,kosha,education_rule,mandatory,train,,,,,,,,,low,
S0309,● 광전자식 방호장치 설치,kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0310,● 광전자식 안전장치 방호장치 설치,kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0311,● 광전자식안전장치 방호장치 미설치,kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0312,"● 미동조작/양수조작식 안전장치가 부착되어 있으며, 정상 작동되는지 작업 전 확인해야 한다.",kosha,requirement,mandatory,,,,,,,,,,low,
S0313,● 비상정지스위치가 정상 작동되는지 작업 전 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_machine_emergency_stop,비상정지장치 설치,Y,high,
S0314,● 전단기 외함에 접지가 되어 있는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_electrical_isolation,충전전로 정전·접지,Y,medium,
S0315,● 페달 스위치 상부에 안전덮개가 부착된 것을 사용하는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0316,● 2인 1조 공동 작업 시 연락신호를 정확하게 한 다음 작업하는지 확인해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0317,● 작고 폭이 좁은 소재는 반드시 수공구를 사용해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0318,● 철판이나 절단된 철판을 지게차로 운반할 때는 철판의 낙하를 방지하고 주위 작업 근로자와 충돌,kosha,condition_trigger,informative,,,,,,,,,,low,
S0319,"● 설치된 방호장치의 작동상태 점검은 작업 전 반드시 확인하고, 기능제거 상태에서 전단기를 사용",kosha,equipment_rule,mandatory,install,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0320,"● 안전화, 귀마개, 지정작업복 등 보호 장구를 착용한다.",kosha,ppe_rule,mandatory,wear,,,,,ppe_control,ctrl_ppe_wear,보호구 착용,Y,high,
S0321,● 슬라이드 부분의 급유는 적당히 공급해야 한다.,kosha,requirement,mandatory,,,,,,,,,,low,
S0322,"● 고용노동부 고시 제93-41호 제2000-16호 위험기계·기구 방호장치, 성능검정 기준",kosha,equipment_rule,mandatory,,,,,,engineering_control,ctrl_guard_installation,방호장치 설치,Y,high,
S0323,금속가공업- 12- 2010,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0324,※ 본자료는공단홈페이지(www.kosha.or.kr)의업종별웹사이트에서확인하실수있습니다.,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0325,"※ 스카핑: 가스토오치로모저재의일부분을용해, 절단, 홈(groove)을빼는작업",kosha,descriptive_noise,informative,,,,,,,,,,low,
S0326,스카핑소재운반시는낙하로인한사고예방을위해운반경로하부에작업자의접근을통제하고,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0327,소재적치시실족예방을위해일정간격을유지해야합니다.,kosha,descriptive_noise,informative,maintain,,,,,,,,,low,
S0328,가스호스연결부및호스상태를수시점검합니다.,kosha,descriptive_noise,informative,inspect,,,,,,,,,low,
S0329,작업장내가스호스를정리하고작업장이탈시는반드시토오치를소화해야합니다.,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0330,소재운반경로하부에작업자접근통제조치(표지판설치),kosha,descriptive_noise,informative,install,,,,,,,,,low,
S0331,물엿제조- 건조기내부케이크제거작업,kosha,descriptive_noise,informative,clean,,,,,,,,,low,
S0332,식료품제조업-116-2010,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0333,이물질을제거할때에는반드시전용의수공구를사용합니다.,kosha,descriptive_noise,informative,clean,,,,,,,,,low,
S0334,▶글루텐케익을칼날을이용하여분리·제거하는작업,kosha,descriptive_noise,informative,clean,,,,,,,,,low,
S0335,건조기이물질제거작업시베임위험,kosha,descriptive_noise,informative,clean,,,,,,,,,low,
S0336,이물질제거작업시베임재해예방을위해,kosha,descriptive_noise,informative,clean,,,,,,,,,low,
S0337,식료품제조업-178-2010,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0338,금속가공업- 40- 2010,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0339,핏트내로DISH 이동후작업자를투입하고DISH와정반사이에발이끼이지않는위치에서,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0340,DISH 안치시벽측에서작업해서는안되며DISH 핏트내이동시추락예방을위해DISH에,kosha,descriptive_noise,informative,,,,,,,,,,low,
S0341,"「산업안전보건법 시행규칙」 제4조제1항에서는 사업주가 고용노동부장관에게 보고하여야 하는 산업재해의 하나로서 “3일 이상”의 휴업이 필요한 부상을 입거나 질병에 걸린 사람이 발생한 경우를 규정하고 있는바,",expc,document_rule,mandatory,report,,,,,document_control,ctrl_incident_report,재해·사고 보고,Y,high,
S0342,"「산업안전보건법」 제10조제2항에 따르면 사업주는 같은 조 제1항에 따라 기록한 산업재해 중 고용노동부령으로 정하는 산업재해에 대하여는 그 발생 개요·원인 및 보고 시기, 재발방지 계획 등을 고용노동부령으로 정하는 바에 따라 고용노동부장관에게 보고하여야 하고, 그 위임을 받아 같은 법 시행규칙 제4조제1항에서는 사업주는 산업재해로 사망자가 발생하거나 3일 이상의 휴업이 필요한 부상을 입거나 질병에 걸린 사람이 발생한 경우에는 해당 산업재해가 발생한 날부터 1개월 이내에 산업재해조사표를 작성하여 지방고용노동관서의 장에게 제출(전자문서에 의한 제출을 포함함)하도록 규정하였는바,",expc,document_rule,mandatory,prepare,,,,,document_control,ctrl_incident_report,재해·사고 보고,Y,high,
S0343,"살피건대, 「산업안전보건법 시행규칙」 제4조제1항에서 규정하고 있는 “3일 이상의 휴업”이란 산업재해 발생 시 보고대상이 되는 부상이나 질병의 경중(輕重)을 판단하는 기준으로서, 사망자가 발생한 산업재해 등 비교적 중한 산업재해를 보고대상으로 하려는 것으로 보이고, 3일 이상의 휴업이 필요한 부상이나 질병은 부상이나 질병에서 완치되는 기간이라기보다 3일 이상의 기간 동안은 업무에 종사시켜서는 안 되고 휴업이 요구되는 부상이나",expc,definition,informative,report,incident_emergency,,,,,,,,low,
S0344,"법률 제11882호로 같은 법을 개정하면서 요양급여나 유족급여 또는 진폐유족연금을 신청한 경우 산업재해 발생보고를 면제하도록 하는 같은 법 제10조제2항 단서를 삭제하는 한편, 2014.",expc,legal_reference,informative,report,incident_emergency,,,,,,,,low,
S0345,"「산업안전보건법」 제161조제1항에서 고용노동부장관은 사업주가 같은 법 제58조제1항에 따라 근로자의 안전 및 보건에 유해하거나 위험한 작업을 도급하여 작업하지 못하도록 하는 의무(이하 “유해작업 도급금지 의무”라 함) 등을 위반한 경우에는 10억원 이하의 과징금을 부과·징수할 수 있다고 규정하고 있는바, 가.",expc,legal_reference,informative,,,,,,,,,,low,
S0346,"먼저 「산업안전보건법」 제2조제4호에서는 “사업주”란 “근로자를 사용하여 사업을 하는 자”를 말한다고만 규정하여 사업주에 국가기관이 포함되는지에 대해서는 명확히 규정하고 있지 않고, 같은 법 제161조제1항에서는 사업주가 ‘같은 법 제58조제1항을 위반하여 도급한 경우’(제1호) 등에 해당하는 경우 과징금을 부과·징수할 수 있다고 규정하고 있어, 국가기관에 과징금을 부과할 수 있는지에 대한 명시적인 규정을 두고 있지 않습니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0347,"그런데 법령등에 따른 의무를 위반한 자에 대하여 그 위반행위에 대한 제재로서 행정청이 부과하는 금전적 제재인 과징금2)2) 「행정기본법」 제28조 참조과 관련하여, 국가가 과징금 부과·징수의 주체인 경우 그 자신을 상대로 과징금 부과권을 행사하는 것은 모순되는 점3)3) 부산지방법원 2021.",expc,condition_trigger,informative,,,,,,,,,,low,
S0348,회신 25-0765 해석례 참조도 이 사안을 해석할 때 고려할 필요가 있습니다.,expc,condition_trigger,informative,,,,,,,,,,low,
S0349,"먼저 「산업안전보건법」 제2조제4호에서는 “사업주”란 “근로자를 사용하여 사업을 하는 자”를 말한다고만 규정하여 사업주에 지방자치단체가 포함되는지에 대해서는 명확히 규정하고 있지 않고, 같은 법 제161조제1항에서는 사업주가 ‘같은 법 제58조제1항을 위반하여 도급한 경우’(제1호) 등에 해당하는 경우 과징금을 부과·징수할 수 있다고 규정하고 있어, 지방자치단체에 과징금을 부과할 수 있는지에 대한 명시적인 규정을 두고 있지 않습니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0350,제60조를 위반하여 승인을 받아 도급받은 작업을 재하도급한 경우 ② 고용노동부장관은 제1항에 따른 과징금을 부과하는 경우에는 다음 각 호의 사항을 고려하여야 한다.,expc,requirement,mandatory,,,,,,,,,,low,
S0351,"「산업안전보건법」 제43조의2제1항에서는 고용노동부장관은 직업성 질환의 진단 및 예방, 발생 원인의 규명을 위하여 필요하다고 인정할 때에는 근로자의 질병과 작업장의 유해요인의 상관관계에 관한 직업성 질환 역학조사를 할 수 있다고 규정하고 있고, 같은 법 시행규칙 제107조의2제3항에서는 공단은 사업주 또는 근로자대표의 요구가 있는 경우에는 해당 역학조사에 사업주 또는 근로자대표를 참석시켜야 한다고 규정하고 있는바,",expc,condition_trigger,informative,,,,,,,,,,low,
S0352,「산업안전보건법 시행규칙」 제107조의2제3항 규정 중 “근로자대표”에는 같은 법 제2조제4호에 따른 “근로자대표”에 해당하지 않는 산재신청인 및 그 대리인이 포함되지 않습니다.,expc,legal_reference,informative,,,,,,,,,,low,
S0353,"그리고, 「산업안전보건법」 제43조의2제1항에서는 고용노동부장관은 직업성 질환의 진단 및 예방, 발생 원인의 규명을 위하여 필요하다고 인정할 때에는 근로자의 질병과 작업장의 유해요인의 상관관계에 관한 직업성 질환 역학조사[이하 “역학조사(疫學調査)”라 한다]를 할 수 있다고 규정하고 있고, 같은 법 시행규칙 제107조의2제3항에서는 한국산업안전보건공단은 사업주 또는 근로자대표의 요구가 있는 경우에는 해당 역학조사에 사업주 또는 근로자대표를 참석시켜야 한다고 규정하고 있는바,",expc,definition,informative,,,,,,,,,,low,
S0354,"먼저, 법률의 문언을 해석할 때에는 그 문언의 통상적인 의미에 충실하게 해석함을 원칙으로 하고, 그 문언 자체가 비교적 명확한 개념으로 구성되어 있다면 원칙적으로 더 이상 다른 해석방법은 활용할 필요가 없거나 제한될 수밖에 없는바(대법원 2009.",expc,condition_trigger,informative,,,,,,,,,,low,
S0355,"선고 2006다81035 판결례 참조), 「산업안전보건법」 제2조에서는 “근로자”(제2호)와 “근로자대표”(제4호)를 구분하여 각각 달리 정의하고 있고, 같은 법 시행규칙 제107조의2제3항에서는 해당 역학조사에 참석시켜야 하는 대상을 “근로자대표”라고만 규정하고 있을 뿐 그 의미에 관하여 별도로 정하고 있는 바가 없으므로, 동 규정에 따른 “근로자대표”란 같은 법 제2조제4호의 정의규정에 따라 해석하여야 할 것입니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0356,"그렇다면, 「산업안전보건법 시행규칙」 제107조의2제3항에 따른 “근로자대표”란, 해당 사업장의 노동조합 규약이나 총회 의결 등에 따라 “근로자대표”로부터 산재신청인이 해당 역학조사에 참석할 수 있도록 적법한 권한의 위임이나 대리 등을 받을 수 있는지 등은 별론으로 하고, 해당 사업장의 근로자가 산재신청인 1인 뿐이거나 해당 사업장의 노동조합 위원장이 산재신청인인 경우 등 예외적으로 같은 법 제2조제4호에 따른 “근로자대표”에 산재신청인이 해당하지 않는 이상, 산재신청인 및 그 대리인이라고 하더라도 그것만으로는 같은 시행규칙 제107조의2제3항 규정의 “근로자대표”에 포함되지 않는다는 점이 문언 상 명백하다고 할 것입니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0357,"따라서, 「산업안전보건법 시행규칙」 제107조의2제3항 규정 중 “근로자대표”에는 같은 법 제2조제4호에 따른 “근로자대표”에 해당하지 않는 산재신청인 및 그 대리인이 포함되지 않는다고 할 것입니다.",expc,legal_reference,informative,,,,,,,,,,low,
S0358,○ 「산업안전보건법」 제37조제1항은 누구든지 근로자의 보건에 특히 해롭다고 인정되는 물질 등으로 대통령령이 정하는 물질을 제조·수입·양도·제공 또는 사용하여서는 아니된다고 규정하고 있습니다.,expc,prohibition,prohibited,,,,,,,,,,low,
S0359,"보건법」 제3조(적용범위)제1항이 이 법은 모든 사업 또는 사업장(이하 ""사업""이라 한다)에 적용한다고 규정하고 있으나, 이 조항은 의무의 주체를 규정하고 있는 것이 아니라 이 법의 적용대상이 되는 사업의 규모를 규정한 것입니다.",expc,definition,informative,,,,,,,,,,low,
S0360,"○ 「근로기준법」도 제10조(적용범위)제1항에서 이 법은 상시 5인 이상의 근로자를 사용하는 모든 사업 또는 사업장에 적용한다고 규정하고도 동법 제8조(중간착취의 배제)는 누구든지 법률에 의하지 아니하고는 영리로 타인의 취업에 개입하거나 중간인으로서 이익을 취득하지 못한다고 하고 있고, 동법 제39조(취업방해의 금지)는 누구든지 근로자의 취업을 방해할 목적으로 비밀기호 또는 명부를 작성·사용하거나 통신을 하여서는 아니 된다고 규정하고 있습니다.",expc,prohibition,prohibited,prepare,,,,,,,,,low,
S0361,"가 발생했을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있는 한편,",expc,requirement,mandatory,,,,,,emergency_control,ctrl_emergency_evacuation,비상 대피체계 수립,Y,medium,
S0362,에 관한 업무4)4) 「산업안전보건법」 제3조 단서에 따라 같은 법 제54조제1항의 적용이 배제되는 사업에 해당하지 않는 경우를 전제함.,expc,legal_reference,informative,,,,,,,,,,low,
S0363,"「산업안전보건법」 제54조제1항에서는 “사업주”는 중대재해가 발생했을 때 안전 및 보건에 관하여 필요한 조치를 해야 한다고 규정하고 있고, 같은 법 제2조제4호에서는 사업주를 “근로자를 사용하여 사업을 하는 자”로 정의하고 있는 한편, 산학협력단은 산학협력법 제25조제1항에 따라 산학연협력에 관한 업무를 관장하기 위해 ‘대학에 두는’ 조직으로서, 같은 조 제2항에서는 “산학협력단은 법인으로 한다”고 규정하고, 같은 법 제28조제3항에서는 산학협력단의 단장은 해당 대학의 장의 지도·감독을 받아 그 소관 업무를 총괄한다고 규정하고 있는바,",expc,legal_reference,informative,,,,,,,,,,low,
S0364,"을 두는 경우 학교기업의 수입은 산학협력단의 회계수입으로 하며(제36조제2항제2호), 산학협력단 소관의 모든 수입과 지출은 산학협력단의 회계에 계상(計上)해야 하고(같은 법 시행령 제24조제1항), 산학협력단의 단장은 산학협력단의 수입과 지출에 관한 사무를 관장하도록 한 점(같은 법 시행령 제25조제1항) 등에 비추어 보면, 산학협력단은 사업경영에 따른 이익과 손해의 귀속주체로서 대학과는 별개로 수입과 지출 등 회계를 스스로 관리하고 그 책임을 진다는 점도 이 사안을 해석할 때 고려할 필요가 있습니다.",expc,condition_trigger,informative,,,,,,,,,,low,
S0365,“산업재해”란 노무를 제공하는 사람이 업무에 관계되는 건설물·설비·원재료·가스·증기·분진 등에 의하거나 작업 또는 그 밖의 업무로 인하여 사망 또는 부상하거나 질병에 걸리는 것을 말한다.,expc,definition,informative,,,,,,,,,,low,
S0366,제54조(중대재해 발생 시 사업주의 조치) ① 사업주는 중대재해가 발생하였을 때에는 즉시 해당 작업을 중지시키고 근로자를 작업장소에서 대피시키는 등 안전 및 보건에 관하여 필요한 조치를 하여야 한다.,expc,requirement,mandatory,,incident_emergency,,,,document_control,ctrl_incident_report,재해·사고 보고,Y,high,
S0367,제25조 (산학협력단의 설립·운영) ① 대학은 학교규칙으로 정하는 바에 따라 대학에 산학연협력에 관한 업무를 관장하는 조직(이하 “산학협력단”이라 한다)을 둘 수 있다.,expc,definition,informative,,,,,,,,,,low,
S0368,「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람이 「산업안전보건법 시행령」 별표 27 제1호나목1)에서 석면조사기관의 인력기준으로 정한 “「초ㆍ중등교육법」에 따른 공업계 고등학교 또는 이와 같은 수준 이상의 학교를 졸업한 사람”에 해당하는지?,expc,legal_reference,informative,train,,,,,,,,,low,
S0369,「고등교육법」 제2조제1호에 따른 대학에서 물리학 관련 학위를 취득한 사람은 「산업안전보건법 시행령」 별표 27 제1호나목1)의 인력기준에 해당하지 않습니다.,expc,legal_reference,informative,train,,,,,,,,,low,
